protein_external_id	preferred_name	protein_size	annotation
7668.SPU_000363-tr	LOC578348	170	Uncharacterized protein
7668.SPU_000364-tr	atp6v1h	418	Uncharacterized protein
7668.SPU_000365-tr	LOC583273	212	Uncharacterized protein
7668.SPU_000366-tr	SPU_000366-tr	205	Uncharacterized protein
7668.SPU_000367-tr	LOC755112	312	Uncharacterized protein
7668.SPU_000368-tr	LOC579557	461	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_000370-tr	LOC579618	466	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_000371-tr	kat2b	784	Uncharacterized protein
7668.SPU_000372-tr	LOC756072	331	Uncharacterized protein
7668.SPU_000373-tr	LOC578060	223	Uncharacterized protein
7668.SPU_000374-tr	SPU_000374-tr	266	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_000375-tr	SPU_000375-tr	331	annotation not available
7668.SPU_000376-tr	SPU_000376-tr	1636	Uncharacterized protein
7668.SPU_000377-tr	SPU_000377-tr	308	Uncharacterized protein; Belongs to the peptidase S1 family
7668.SPU_000378-tr	SPU_000378-tr	1061	Uncharacterized protein
7668.SPU_000379-tr	SPU_000379-tr	148	Uncharacterized protein; Belongs to the universal ribosomal protein uL23 family
7668.SPU_000380-tr	SPU_000380-tr	182	Uncharacterized protein
7668.SPU_000381-tr	LOC585965	321	Uncharacterized protein
7668.SPU_000382-tr	SPU_000382-tr	323	alpha-1,2-Mannosidase; Belongs to the glycosyl hydrolase 47 family
7668.SPU_000383-tr	LOC592701	350	alpha-1,2-Mannosidase; Belongs to the glycosyl hydrolase 47 family
7668.SPU_000384-tr	SPU_000384-tr	87	Uncharacterized protein
7668.SPU_000385-tr	SPU_000385-tr	165	Uncharacterized protein
7668.SPU_000386-tr	SPU_000386-tr	186	Uncharacterized protein
7668.SPU_000387-tr	SPU_000387-tr	79	Uncharacterized protein
7668.SPU_000388-tr	SPU_000388-tr	150	Uncharacterized protein
7668.SPU_000389-tr	SPU_000389-tr	315	Uncharacterized protein
7668.SPU_000390-tr	SPU_000390-tr	122	Uncharacterized protein
7668.SPU_000391-tr	SPU_000391-tr	68	Uncharacterized protein
7668.SPU_000392-tr	LOC584093	189	Secretory carrier-associated membrane protein
7668.SPU_000393-tr	SPU_000393-tr	73	Uncharacterized protein
7668.SPU_000394-tr	SPU_000394-tr	158	Uncharacterized protein; Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family
7668.SPU_000395-tr	LOC583048	249	Uncharacterized protein
7668.SPU_000396-tr	SPU_000396-tr	630	Uncharacterized protein
7668.SPU_000397-tr	SPU_000397-tr	302	Uncharacterized protein
7668.SPU_000398-tr	SPU_000398-tr	106	Uncharacterized protein
7668.SPU_000399-tr	LOC764450	119	Uncharacterized protein
7668.SPU_000400-tr	SPU_000400-tr	568	Uncharacterized protein
7668.SPU_000401-tr	SPU_000401-tr	547	Uncharacterized protein
7668.SPU_000402-tr	SPU_000402-tr	725	Uncharacterized protein
7668.SPU_000403-tr	SPU_000403-tr	178	Uncharacterized protein
7668.SPU_000404-tr	SPU_000404-tr	241	Uncharacterized protein; Belongs to the heat shock protein 70 family
7668.SPU_000405-tr	SPU_000405-tr	760	Uncharacterized protein
7668.SPU_000406-tr	SPU_000406-tr	1840	Uncharacterized protein
7668.SPU_000407-tr	SPU_000407-tr	179	Uncharacterized protein
7668.SPU_000408-tr	SPU_000408-tr	723	Uncharacterized protein
7668.SPU_000409-tr	SPU_000409-tr	651	Uncharacterized protein
7668.SPU_000410-tr	SPU_000410-tr	488	Uncharacterized protein
7668.SPU_000411-tr	SPU_000411-tr	98	Uncharacterized protein
7668.SPU_000412-tr	LOC589049	412	Uncharacterized protein
7668.SPU_000413-tr	LOC753270	443	Uncharacterized protein
7668.SPU_000414-tr	SPU_000414-tr	180	Uncharacterized protein
7668.SPU_000415-tr	SPU_000415-tr	58	Uncharacterized protein
7668.SPU_000416-tr	SPU_000416-tr	108	Uncharacterized protein
7668.SPU_000417-tr	LOC592937	657	Uncharacterized protein
7668.SPU_000418-tr	SPU_000418-tr	240	Uncharacterized protein
7668.SPU_000419-tr	SPU_000419-tr	542	Uncharacterized protein
7668.SPU_000420-tr	SPU_000420-tr	123	Uncharacterized protein
7668.SPU_000421-tr	SPU_000421-tr	223	Uncharacterized protein
7668.SPU_000422-tr	SPU_000422-tr	187	Uncharacterized protein
7668.SPU_000423-tr	SPU_000423-tr	610	annotation not available
7668.SPU_000424-tr	SPU_000424-tr	228	Uncharacterized protein
7668.SPU_000425-tr	SPU_000425-tr	1101	Uncharacterized protein
7668.SPU_000426-tr	LOC575863	588	Uncharacterized protein
7668.SPU_000427-tr	LOC575725	237	Uncharacterized protein
7668.SPU_000428-tr	SPU_000428-tr	914	Uncharacterized protein; Belongs to the Toll-like receptor family
7668.SPU_000429-tr	LOC586901	243	Uncharacterized protein; Belongs to the ubiquitin-conjugating enzyme family
7668.SPU_000430-tr	LOC586856	93	Uncharacterized protein
7668.SPU_000431-tr	SPU_000431-tr	98	Uncharacterized protein
7668.SPU_000432-tr	actl6a	348	Uncharacterized protein; Belongs to the actin family
7668.SPU_000433-tr	SPU_000433-tr	147	Uncharacterized protein
7668.SPU_000434-tr	SPU_000434-tr	106	Uncharacterized protein
7668.SPU_000435-tr	LOC576983	1239	Uncharacterized protein
7668.SPU_000436-tr	SPU_000436-tr	481	Uncharacterized protein; Belongs to the cytochrome P450 family
7668.SPU_000437-tr	SPU_000437-tr	1958	Uncharacterized protein
7668.SPU_000438-tr	LOC576492	639	Uncharacterized protein
7668.SPU_000439-tr	LOC575608	526	Uncharacterized protein
7668.SPU_000440-tr	SPU_000440-tr	1429	Uncharacterized protein
7668.SPU_000441-tr	LOC754388	1134	Uncharacterized protein
7668.SPU_000442-tr	LOC576786	429	Uncharacterized protein; Belongs to the protein kinase superfamily
7668.SPU_000443-tr	LOC584267	147	Uncharacterized protein
7668.SPU_000444-tr	SPU_000444-tr	106	Uncharacterized protein
7668.SPU_000445-tr	SPU_000445-tr	74	Histone H2A; Belongs to the histone H2A family
7668.SPU_000446-tr	SPU_000446-tr	113	Uncharacterized protein
7668.SPU_000447-tr	SPU_000447-tr	455	Uncharacterized protein
7668.SPU_000448-tr	SPU_000448-tr	601	Uncharacterized protein
7668.SPU_000449-tr	SPU_000449-tr	117	Uncharacterized protein
7668.SPU_000450-tr	SPU_000450-tr	414	Uncharacterized protein
7668.SPU_000451-tr	SPU_000451-tr	56	Uncharacterized protein
7668.SPU_000452-tr	LOC592702	342	Uncharacterized protein
7668.SPU_000453-tr	SPU_000453-tr	1249	Uncharacterized protein
7668.SPU_000454-tr	SPU_000454-tr	644	Uncharacterized protein
7668.SPU_000455-tr	SPU_000455-tr	486	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial; Hydrolyzes 3-hydroxyisobutyryl-CoA (HIBYL-CoA), a saline catabolite; Belongs to the enoyl-CoA hydratase/isomerase family
7668.SPU_000456-tr	SPU_000456-tr	281	Uncharacterized protein
7668.SPU_000457-tr	SPU_000457-tr	906	Uncharacterized protein
7668.SPU_000458-tr	LOC574822	317	Uncharacterized protein; Belongs to the glycosyltransferase 29 family
7668.SPU_000459-tr	SPU_000459-tr	387	Uncharacterized protein
7668.SPU_000460-tr	SPU_000460-tr	73	Uncharacterized protein
7668.SPU_000461-tr	SPU_000461-tr	225	Uncharacterized protein
7668.SPU_000462-tr	SPU_000462-tr	417	Uncharacterized protein
7668.SPU_000463-tr	SPU_000463-tr	267	Uncharacterized protein
7668.SPU_000464-tr	h3	136	Histone H3, embryonic; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling
7668.SPU_000465-tr	LOC752018	124	Histone H2A; Belongs to the histone H2A family
7668.SPU_000466-tr	H2A	124	Histone H2A, embryonic; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling
7668.SPU_000467-tr	SPU_000467-tr	123	Histone H2B, embryonic 
7668.SPU_000468-tr	LOC584420	616	Uncharacterized protein
7668.SPU_000469-tr	SPU_000469-tr	576	Uncharacterized protein
7668.SPU_000470-tr	SPU_000470-tr	241	Uncharacterized protein; Belongs to the heat shock protein 70 family
7668.SPU_000471-tr	LOC589689	334	Uncharacterized protein; Belongs to the short-chain dehydrogenases/reductases (SDR) family
7668.SPU_000472-tr	SPU_000472-tr	137	Uncharacterized protein
7668.SPU_000473-tr	SPU_000473-tr	232	Uncharacterized protein
7668.SPU_000474-tr	SPU_000474-tr	136	Histone H3, embryonic 
7668.SPU_000475-tr	SPU_000475-tr	127	Annexin
7668.SPU_000476-tr	LOC762414	1406	Uncharacterized protein
7668.SPU_000477-tr	SPU_000477-tr	849	Uncharacterized protein
7668.SPU_000478-tr	SPU_000478-tr	211	Uncharacterized protein
7668.SPU_000479-tr	LOC590842	477	Uncharacterized protein
7668.SPU_000480-tr	SPU_000480-tr	1114	Uncharacterized protein
7668.SPU_000481-tr	SPU_000481-tr	302	Uncharacterized protein
7668.SPU_000482-tr	SPU_000482-tr	298	Uncharacterized protein
7668.SPU_000483-tr	LOC752418	325	Uncharacterized protein
7668.SPU_000484-tr	LOC593339	282	Uncharacterized protein
7668.SPU_000485-tr	LOC575706	450	Uncharacterized protein
7668.SPU_000486-tr	LOC583910	216	Uncharacterized protein
7668.SPU_000487-tr	SPU_000487-tr	242	Uncharacterized protein
7668.SPU_000488-tr	SPU_000488-tr	476	Uncharacterized protein
7668.SPU_000489-tr	SPU_000489-tr	198	Uncharacterized protein
7668.SPU_000490-tr	LOC593203	211	Uncharacterized protein
7668.SPU_000491-tr	SPU_000491-tr	339	Uncharacterized protein
7668.SPU_000492-tr	SPU_000492-tr	512	Uncharacterized protein
7668.SPU_000493-tr	LOC587077	985	Uncharacterized protein
7668.SPU_000494-tr	SPU_000494-tr	1832	Uncharacterized protein
7668.SPU_000495-tr	SPU_000495-tr	1877	Uncharacterized protein
7668.SPU_000496-tr	SPU_000496-tr	148	Uncharacterized protein
7668.SPU_000497-tr	SPU_000497-tr	298	Serine/threonine-protein phosphatase 2A activator; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
7668.SPU_000498-tr	SPU_000498-tr	491	Uncharacterized protein
7668.SPU_000499-tr	SPU_000499-tr	2193	Uncharacterized protein
7668.SPU_000500-tr	SPU_000500-tr	156	Uncharacterized protein
7668.SPU_000501-tr	SPU_000501-tr	2246	Uncharacterized protein
7668.SPU_000502-tr	LOC574684	1588	Uncharacterized protein
7668.SPU_000503-tr	rab11	217	Uncharacterized protein
7668.SPU_000504-tr	SPU_000504-tr	200	Uncharacterized protein
7668.SPU_000505-tr	SPU_000505-tr	74	Uncharacterized protein
7668.SPU_000506-tr	SPU_000506-tr	112	Uncharacterized protein
7668.SPU_000507-tr	SPU_000507-tr	246	Uncharacterized protein
7668.SPU_000508-tr	LOC590203	168	Uncharacterized protein
7668.SPU_000509-tr	SPU_000509-tr	227	Uncharacterized protein
7668.SPU_000510-tr	LOC593605	903	Uncharacterized protein
7668.SPU_000511-tr	SPU_000511-tr	291	Palmitoyltransferase; Belongs to the DHHC palmitoyltransferase family
7668.SPU_000512-tr	SPU_000512-tr	767	Uncharacterized protein
7668.SPU_000513-tr	duox1	1723	Uncharacterized protein
7668.SPU_000514-tr	SPU_000514-tr	699	Uncharacterized protein
7668.SPU_000515-tr	SPU_000515-tr	153	Uncharacterized protein
7668.SPU_000516-tr	LOC588235	562	Uncharacterized protein
7668.SPU_000517-tr	SPU_000517-tr	314	Uncharacterized protein
7668.SPU_000518-tr	LOC583596	622	Carboxylic ester hydrolase; Belongs to the type-B carboxylesterase/lipase family
7668.SPU_000519-tr	LOC583569	405	Carboxylic ester hydrolase; Belongs to the type-B carboxylesterase/lipase family
7668.SPU_000520-tr	SPU_000520-tr	207	Uncharacterized protein
7668.SPU_000521-tr	LOC583511	225	Uncharacterized protein
7668.SPU_000522-tr	SPU_000522-tr	434	Uncharacterized protein; Belongs to the aldehyde dehydrogenase family
7668.SPU_000523-tr	LOC586255	821	Uncharacterized protein
7668.SPU_000524-tr	LOC594148	116	Uncharacterized protein
7668.SPU_000525-tr	LOC577713	382	Uncharacterized protein
7668.SPU_000526-tr	ebr1	3712	Egg bindin receptor 1; Uncharacterized protein 
7668.SPU_000527-tr	SPU_000527-tr	372	Uncharacterized protein
7668.SPU_000528-tr	SPU_000528-tr	336	Uncharacterized protein; Belongs to the peptidase S8 family
7668.SPU_000529-tr	LOC589938	626	Uncharacterized protein; Belongs to the peptidase S8 family
7668.SPU_000530-tr	LOC763871	401	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_000531-tr	ubr4	927	Uncharacterized protein
7668.SPU_000532-tr	SPU_000532-tr	1120	Uncharacterized protein
7668.SPU_000533-tr	SPU_000533-tr	1062	Uncharacterized protein
7668.SPU_000534-tr	SPU_000534-tr	265	Uncharacterized protein
7668.SPU_000535-tr	SPU_000535-tr	359	Uncharacterized protein
7668.SPU_000536-tr	LOC577963	359	Uncharacterized protein
7668.SPU_000537-tr	SPU_000537-tr	424	Uncharacterized protein
7668.SPU_000538-tr	SPU_000538-tr	606	Uncharacterized protein
7668.SPU_000539-tr	LOC577645	166	Uncharacterized protein
7668.SPU_000540-tr	SPU_000540-tr	791	Uncharacterized protein
7668.SPU_000541-tr	SPU_000541-tr	155	Uncharacterized protein
7668.SPU_000542-tr	SPU_000542-tr	328	Uncharacterized protein
7668.SPU_000543-tr	SPU_000543-tr	519	Uncharacterized protein
7668.SPU_000544-tr	LOC592407	753	Uncharacterized protein
7668.SPU_000545-tr	LOC763750	1972	Uncharacterized protein
7668.SPU_000546-tr	SPU_000546-tr	254	Uncharacterized protein
7668.SPU_000547-tr	SPU_000547-tr	482	Uncharacterized protein
7668.SPU_000548-tr	SPU_000548-tr	643	Uncharacterized protein
7668.SPU_000549-tr	SPU_000549-tr	205	Uncharacterized protein
7668.SPU_000550-tr	SPU_000550-tr	20	Uncharacterized protein
7668.SPU_000551-tr	SPU_000551-tr	625	Uncharacterized protein
7668.SPU_000552-tr	LOC586151	181	Uncharacterized protein; Belongs to the small GTPase superfamily. Arf family
7668.SPU_000553-tr	SPU_000553-tr	41	Uncharacterized protein
7668.SPU_000554-tr	SPU_000554-tr	946	Uncharacterized protein
7668.SPU_000555-tr	SPU_000555-tr	417	Uncharacterized protein
7668.SPU_000556-tr	SPU_000556-tr	111	Uncharacterized protein
7668.SPU_000557-tr	SPU_000557-tr	142	Uncharacterized protein
7668.SPU_000558-tr	SPU_000558-tr	267	Uncharacterized protein
7668.SPU_000559-tr	SPU_000559-tr	923	annotation not available
7668.SPU_000560-tr	LOC579071	330	Uncharacterized protein
7668.SPU_000561-tr	LOC578938	570	Uncharacterized protein
7668.SPU_000562-tr	SPU_000562-tr	162	Uncharacterized protein
7668.SPU_000563-tr	LOC578803	647	Uncharacterized protein
7668.SPU_000564-tr	SPU_000564-tr	495	Uncharacterized protein
7668.SPU_000565-tr	SPU_000565-tr	644	Uncharacterized protein
7668.SPU_000566-tr	HE	599	Uncharacterized protein
7668.SPU_000567-tr	SPU_000567-tr	338	Uncharacterized protein
7668.SPU_000568-tr	SPU_000568-tr	329	Uncharacterized protein
7668.SPU_000569-tr	SPU_000569-tr	342	Uncharacterized protein
7668.SPU_000570-tr	LOC591078	695	Uncharacterized protein
7668.SPU_000571-tr	SPU_000571-tr	76	Uncharacterized protein
7668.SPU_000572-tr	LOC591054	436	Uncharacterized protein
7668.SPU_000573-tr	LOC591138	658	Uncharacterized protein
7668.SPU_000574-tr	SPU_000574-tr	111	Uncharacterized protein
7668.SPU_000575-tr	SPU_000575-tr	240	Uncharacterized protein
7668.SPU_000576-tr	LOC593771	339	Uncharacterized protein
7668.SPU_000577-tr	SPU_000577-tr	297	Uncharacterized protein
7668.SPU_000578-tr	SPU_000578-tr	484	Uncharacterized protein
7668.SPU_000579-tr	SPU_000579-tr	54	Uncharacterized protein
7668.SPU_000580-tr	SPU_000580-tr	504	Uncharacterized protein
7668.SPU_000581-tr	SPU_000581-tr	1193	Uncharacterized protein
7668.SPU_000582-tr	SPU_000582-tr	1081	Uncharacterized protein
7668.SPU_000583-tr	SPU_000583-tr	1370	Uncharacterized protein
7668.SPU_000584-tr	SPU_000584-tr	731	Uncharacterized protein
7668.SPU_000585-tr	SPU_000585-tr	317	Uncharacterized protein
7668.SPU_000586-tr	LOC592714	337	Uncharacterized protein; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
7668.SPU_000587-tr	SPU_000587-tr	203	Uncharacterized protein
7668.SPU_000588-tr	LOC753022	250	Uncharacterized protein
7668.SPU_000589-tr	SPU_000589-tr	313	Uncharacterized protein
7668.SPU_000590-tr	SPU_000590-tr	386	Uncharacterized protein
7668.SPU_000591-tr	SPU_000591-tr	94	Uncharacterized protein
7668.SPU_000592-tr	LOC575433	107	Uncharacterized protein
7668.SPU_000593-tr	SPU_000593-tr	386	Uncharacterized protein
7668.SPU_000594-tr	LOC575290	286	Uncharacterized protein
7668.SPU_000595-tr	LOC548620	461	Elongation factor 1-alpha; This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
7668.SPU_000596-tr	LOC579810	179	Uncharacterized protein
7668.SPU_000597-tr	LOC582286	549	Uncharacterized protein
7668.SPU_000598-tr	SPU_000598-tr	68	Uncharacterized protein
7668.SPU_000599-tr	SPU_000599-tr	952	Uncharacterized protein
7668.SPU_000600-tr	SPU_000600-tr	159	Uncharacterized protein
7668.SPU_000601-tr	SPU_000601-tr	112	Uncharacterized protein
7668.SPU_000602-tr	narfl	442	Uncharacterized protein; Belongs to the NARF family
7668.SPU_000603-tr	SPU_000603-tr	1428	Uncharacterized protein
7668.SPU_000604-tr	LOC583204	203	Uncharacterized protein
7668.SPU_000605-tr	SPU_000605-tr	323	Uncharacterized protein
7668.SPU_000606-tr	SPU_000606-tr	231	Uncharacterized protein
7668.SPU_000607-tr	SPU_000607-tr	1217	Uncharacterized protein
7668.SPU_000608-tr	SPU_000608-tr	61	Uncharacterized protein
7668.SPU_000609-tr	SPU_000609-tr	124	Histone H2A, embryonic 
7668.SPU_000610-tr	SPU_000610-tr	665	Uncharacterized protein
7668.SPU_000611-tr	LOC592193	1200	Phosphoinositide phospholipase C
7668.SPU_000612-tr	LOC577008	175	Uncharacterized protein
7668.SPU_000613-tr	SPU_000613-tr	259	Uncharacterized protein
7668.SPU_000614-tr	SPU_000614-tr	3729	Uncharacterized protein
7668.SPU_000615-tr	SPU_000615-tr	885	Uncharacterized protein; Belongs to the Toll-like receptor family
7668.SPU_000616-tr	SPU_000616-tr	491	Phosphodiesterase
7668.SPU_000617-tr	SPU_000617-tr	277	Uncharacterized protein
7668.SPU_000618-tr	SPU_000618-tr	244	Uncharacterized protein
7668.SPU_000619-tr	LOC764731	285	Uncharacterized protein
7668.SPU_000620-tr	LOC579734	475	Uncharacterized protein
7668.SPU_000621-tr	SPU_000621-tr	695	Uncharacterized protein
7668.SPU_000622-tr	SPU_000622-tr	405	Uncharacterized protein
7668.SPU_000623-tr	LOC584969	87	Uncharacterized protein; Belongs to the complex I LYR family
7668.SPU_000624-tr	SPU_000624-tr	445	Uncharacterized protein
7668.SPU_000625-tr	LOC574785	516	Uncharacterized protein
7668.SPU_000626-tr	SPU_000626-tr	533	Uncharacterized protein
7668.SPU_000627-tr	LOC583159	77	Uncharacterized protein
7668.SPU_000628-tr	SPU_000628-tr	424	Uncharacterized protein
7668.SPU_000629-tr	LOC583074	598	Uncharacterized protein
7668.SPU_000630-tr	LOC583049	420	Uncharacterized protein
7668.SPU_000631-tr	SPU_000631-tr	138	Uncharacterized protein
7668.SPU_000632-tr	LOC583138	580	Uncharacterized protein
7668.SPU_000633-tr	SPU_000633-tr	209	Uncharacterized protein
7668.SPU_000634-tr	SPU_000634-tr	426	Uncharacterized protein
7668.SPU_000635-tr	SPU_000635-tr	3502	Uncharacterized protein
7668.SPU_000636-tr	SPU_000636-tr	1174	Uncharacterized protein
7668.SPU_000637-tr	SPU_000637-tr	358	Uncharacterized protein
