NCBI scaffold number,mapped_start,mapped_stop
NW_022145603.1,26179259,26181668
NW_022145603.1,26179259,26181671
NW_022145603.1,26179259,26181691
NW_022145603.1,26257210,26263944
NW_022145612.1,4947103,4949052
NW_022145612.1,4974912,4976000
NW_022145612.1,5100058,5119719
NW_022145612.1,5100058,5119719
NW_022145612.1,5100664,5119719
NW_022145606.1,17685108,17686047
NW_022145596.1,23033569,23038418
NW_022145596.1,20773585,20778147
NW_022145596.1,22916394,22917692
NW_022145611.1,286192,287549
NW_022145609.1,33923856,33925098
NW_022145607.1,42569008,42570232
NW_022145605.1,33378534,33380151
NW_022145605.1,33378638,33380071
NW_022145599.1,34506233,34508101
NW_022145611.1,34508908,34511121
NW_022145600.1,17949906,17960243
NW_022145600.1,17950735,17961665
NW_022145598.1,12803069,12812143
NW_022145597.1,33867911,33878766
NW_022145600.1,17952097,17957485
NW_022145597.1,33867927,33878766
NW_022145600.1,17952097,17957485
NW_022145597.1,33872413,33876539
NW_022145600.1,17953359,17957485
NW_022145597.1,33872413,33876539
NW_022145605.1,38961083,38962662
NW_022145609.1,10834709,10852993
NW_022145609.1,10815470,10822684
NW_022145609.1,10815470,10822505
NW_022145609.1,10744939,10747727
NW_022145609.1,10514064,10515434
NW_022145609.1,10514064,10515434
NW_022145607.1,18257947,18263832
NW_022145612.1,40476016,40488170
NW_022145601.1,22345828,22395154
NW_022145601.1,22358511,22363751
NW_022145601.1,22564747,22627336
NW_022145601.1,22583539,22627336
NW_022145601.1,22583609,22627336
NW_022145594.1,25495031,25501312
NW_022145594.1,24548191,24548818
NW_022145594.1,25606367,25607009
NW_022145600.1,31304234,31309075
NW_022145600.1,31304234,31309075
NW_022145600.1,31304234,31309075
NW_022145614.1,19147823,19150362
NW_022145613.1,4883600,4886255
NW_022145612.1,60809467,60811409
NW_022145610.1,4312842,4314800
NW_022145609.1,37842524,37844491
NW_022145605.1,876931,878512
NW_022145605.1,834031,835613
NW_022145605.1,8348423,8350389
NW_022145603.1,20434686,20437344
NW_022145603.1,26904939,26907574
NW_022145602.1,15560641,15562611
NW_022145602.1,24747111,24749074
NW_022145600.1,10020103,10022067
NW_022145599.1,9247804,9250089
NW_022145597.1,25328960,25331609
NW_022145597.1,11221795,11223373
NW_022145595.1,28835830,28838423
NW_022145594.1,45369344,45371307
NW_022145575.1,1939136,1941784
NW_022145594.1,3379883,3382398
NW_022145606.1,35840442,35841787
NW_022145597.1,6348274,6350234
NW_022145597.1,6348363,6350194
NW_022145613.1,7193506,7196127
NW_022145545.1,618721,621331
NW_022145545.1,699016,700823
NW_022145613.1,7070208,7078370
NW_022145613.1,7063764,7078253
NW_022145594.1,46317338,46326700
NW_022145594.1,46319272,46326726
NW_022145545.1,745666,755766
NW_022145545.1,745882,754322
NW_022145615.1,21785413,21786652
NW_022145613.1,28297113,28299763
NW_022145601.1,17153879,17158281
NW_022145520.1,158216,162229
NW_022145611.1,22451912,22455927
NW_022145615.1,32492449,32494387
NW_022145613.1,9709590,9710949
NW_022145611.1,22526918,22528692
NW_022145611.1,22698241,22715858
NW_022145611.1,22698446,22715858
NW_022145612.1,30547983,30555697
NW_022145542.1,26806,36627
NW_022145542.1,26964,34651
NW_022145612.1,30547983,30555697
NW_022145542.1,26806,36611
NW_022145542.1,26964,34651
NW_022145612.1,30547983,30552386
NW_022145542.1,26964,31368
NW_022145610.1,8867997,8876082
NW_022145610.1,8473703,8475772
NW_022145613.1,11550754,11554344
NW_022145613.1,11640187,11642451
NW_022145613.1,11640187,11642606
NW_022145613.1,11640187,11642606
NW_022145613.1,11677729,11683048
NW_022145613.1,11691132,11692748
NW_022145595.1,14247393,14260385
NW_022145595.1,14247393,14257159
NW_022145595.1,14247393,14257134
NW_022145595.1,14275694,14277235
NW_022145607.1,44109988,44111985
NW_022145594.1,2293083,2295162
NW_022145607.1,18588189,18598765
NW_022145607.1,34536416,34539172
NW_022145607.1,34599861,34611140
NW_022145607.1,34599861,34618988
NW_022145607.1,34600391,34611138
NW_022145607.1,34600391,34618988
NW_022145607.1,34605559,34611140
NW_022145607.1,34653573,34656726
NW_022145607.1,34653573,34656726
NW_022145607.1,4502790,4504063
NW_022145607.1,4502790,4505329
NW_022145597.1,27348524,27350694
NW_022145612.1,30255807,30266651
NW_022145606.1,16983432,16986124
NW_022145606.1,16983432,16986124
NW_022145609.1,37951335,37956555
NW_022145563.1,733445,736759
NW_022145609.1,37951335,37956555
NW_022145563.1,733445,736759
NW_022145609.1,37951332,37956555
NW_022145563.1,733445,736759
NW_022145602.1,4731491,4736180
NW_022145604.1,10695677,10696372
NW_022145613.1,228771,234154
NW_022145613.1,270849,272188
NW_022145613.1,576478,578377
NW_022145605.1,34900919,34905163
NW_022145605.1,39395365,39437727
NW_022145605.1,34120636,34134598
NW_022145605.1,39395365,39437727
NW_022145605.1,34120636,34134598
NW_022145605.1,8012461,8013750
NW_022145607.1,5062086,5064908
NW_022145606.1,35084076,35086506
NW_022145601.1,31510242,31512174
NW_022145609.1,9527300,9528891
NW_022145609.1,8647218,8648743
NW_022145604.1,16625171,16629100
NW_022145604.1,16771432,16773070
NW_022145575.1,837458,850937
NW_022145575.1,791466,793625
NW_022145575.1,785635,787226
NW_022145575.1,782136,787226
NW_022145604.1,17344025,17346335
NW_022145596.1,12208856,12210704
NW_022145612.1,15632822,15633922
NW_022145604.1,17036351,17037926
NW_022145603.1,9779586,9780465
NW_022145612.1,15476454,15490021
NW_022145605.1,10972223,10973397
NW_022145598.1,17320550,17321986
NW_022145609.1,16169636,16170357
NW_022145598.1,30963709,30968970
NW_022145598.1,30963433,30968970
NW_022145598.1,30958389,30960474
NW_022145598.1,30938646,30950185
NW_022145598.1,30938646,30945812
NW_022145598.1,30938646,30945652
NW_022145598.1,30938646,30945331
NW_022145598.1,30938646,30945316
NW_022145598.1,30868725,30878137
NW_022145612.1,749783,754112
NW_022145612.1,885406,888631
NW_022145609.1,17734172,17737245
NW_022145605.1,24321571,24326874
NW_022145599.1,30698379,30703688
NW_022145599.1,30698800,30703688
NW_022145598.1,17647056,17663604
NW_022145598.1,17649344,17656538
NW_022145598.1,17647056,17656538
NW_022145595.1,22877195,22880791
NW_022145595.1,22914335,22929302
NW_022145595.1,22930179,22934067
NW_022145609.1,33261593,33266526
NW_022145609.1,33259909,33266526
NW_022145594.1,41914988,41921651
NW_022145594.1,42268897,42311549
NW_022145594.1,42270069,42311549
NW_022145612.1,41285749,41290374
NW_022145612.1,41285729,41290374
NW_022145612.1,60264446,60267841
NW_022145612.1,60294215,60297058
NW_022145613.1,32349545,32351642
NW_022145613.1,32233362,32237564
NW_022145613.1,32125766,32127953
NW_022145526.1,160598,200178
NW_022145606.1,13246533,13273127
NW_022145526.1,178641,200076
NW_022145526.1,160439,192311
NW_022145526.1,160455,189926
NW_022145609.1,22209136,22210565
NW_022145614.1,7991806,7993871
NW_022145612.1,36315323,36317132
NW_022145609.1,25492378,25494647
NW_022145609.1,25554450,25582598
NW_022145609.1,25559555,25564149
NW_022145609.1,23220859,23224517
NW_022145609.1,25566336,25572646
NW_022145555.1,551037,552704
NW_022145607.1,7003807,7005409
NW_022145596.1,11323178,11329960
NW_022145596.1,11147370,11152446
NW_022145596.1,816487,820724
NW_022145604.1,18391027,18401630
NW_022145604.1,18394284,18401630
NW_022145604.1,18394284,18401630
NW_022145604.1,18394284,18401630
NW_022145604.1,18394284,18398201
NW_022145604.1,18394284,18398201
NW_022145555.1,399261,401145
NW_022145555.1,404445,410857
NW_022145611.1,9558952,9562202
NW_022145610.1,18550173,18556739
NW_022145561.1,244487,255221
NW_022145610.1,18550180,18556739
NW_022145561.1,244487,255221
NW_022145611.1,9597101,9598028
NW_022145611.1,9595989,9598028
NW_022145611.1,9503565,9507195
NW_022145611.1,9501252,9503460
NW_022145606.1,15034829,15035634
NW_022145597.1,14945407,14947724
NW_022145597.1,14944852,14947254
NW_022145597.1,14940616,14944703
NW_022145604.1,1119095,1119624
NW_022145602.1,11649198,11675523
NW_022145602.1,11650935,11676139
NW_022145602.1,11674074,11675523
NW_022145605.1,36803431,36806094
NW_022145594.1,25255968,25257505
NW_022145598.1,26923448,26944007
NW_022145598.1,26928575,26944007
NW_022145612.1,3766244,3782889
NW_022145612.1,5682894,5734386
NW_022145612.1,5426997,5432851
NW_022145607.1,12204475,12205452
NW_022145606.1,46335585,46337637
NW_022145606.1,46611127,46612087
NW_022145613.1,11168236,11170537
NW_022145613.1,11376943,11380841
NW_022145613.1,11376943,11380841
NW_022145607.1,26229513,26233001
NW_022145607.1,26209970,26212602
NW_022145572.1,1261722,1264882
NW_022145596.1,26502080,26504123
NW_022145607.1,28623233,28628344
NW_022145610.1,14003720,14006272
NW_022145610.1,13976133,13978082
NW_022145613.1,10195258,10196233
NW_022145594.1,32563814,32567167
NW_022145594.1,32562431,32567167
NW_022145594.1,32562431,32567167
NW_022145594.1,32562431,32567167
NW_022145594.1,32562431,32567167
NW_022145594.1,32563814,32566580
NW_022145594.1,32524942,32528469
NW_022145594.1,32525476,32528301
NW_022145602.1,11551243,11559651
NW_022145602.1,11550854,11559651
NW_022145602.1,11537414,11544421
NW_022145607.1,11698213,11699105
NW_022145602.1,9590390,9599685
NW_022145602.1,9533008,9568910
NW_022145602.1,9619854,9630990
NW_022145602.1,9650704,9653668
NW_022145594.1,4086469,4087922
NW_022145594.1,4086469,4087922
NW_022145594.1,4076862,4083659
NW_022145594.1,4076862,4083659
NW_022145594.1,4076862,4083659
NW_022145594.1,4072724,4076365
NW_022145597.1,1255443,1260596
NW_022145597.1,1255443,1260596
NW_022145606.1,13208286,13242734
NW_022145606.1,13321420,13327980
NW_022145526.1,358348,361672
NW_022145606.1,33696302,33708780
NW_022145606.1,33696302,33712198
NW_022145606.1,33713803,33717667
NW_022145606.1,33713803,33718059
NW_022145606.1,33713803,33718059
NW_022145606.1,33599242,33599642
NW_022145606.1,33599242,33607438
NW_022145595.1,27270768,27272900
NW_022145538.1,324212,326674
NW_022145599.1,337237,340549
NW_022145599.1,337237,340548
NW_022145601.1,19472258,19474879
NW_022145601.1,19472239,19474879
NW_022145601.1,19374041,19376924
NW_022145520.1,2374072,2376212
NW_022145601.1,19373151,19376924
NW_022145520.1,2371870,2376212
NW_022145601.1,19099012,19105317
NW_022145601.1,19097284,19105317
NW_022145607.1,25685405,25688397
NW_022145607.1,25685746,25688397
NW_022145599.1,34290978,34294281
NW_022145570.1,3176808,3179564
NW_022145597.1,17407218,17407743
NW_022145574.1,1136673,1146791
NW_022145574.1,1136673,1146791
NW_022145612.1,36774114,36777914
NW_022145599.1,35423345,35424780
NW_022145570.1,4181200,4182210
NW_022145599.1,35423332,35424780
NW_022145570.1,4181187,4182210
NW_022145613.1,21066095,21070666
NW_022145604.1,23483277,23486327
NW_022145604.1,23478082,23481380
NW_022145610.1,9374657,9388665
NW_022145610.1,9374657,9388665
NW_022145610.1,9374658,9388665
NW_022145610.1,9374658,9388665
NW_022145594.1,2797210,2803716
NW_022145594.1,2797210,2800791
NW_022145594.1,2797210,2803716
NW_022145594.1,2797210,2803716
NW_022145594.1,2797210,2800791
NW_022145601.1,13334689,13336657
NW_022145601.1,13334689,13336250
NW_022145601.1,13310744,13313797
NW_022145601.1,12794963,12797285
NW_022145601.1,13306959,13310512
NW_022145601.1,13303733,13305272
NW_022145601.1,13438300,13441497
NW_022145603.1,20361811,20364291
NW_022145603.1,20358099,20360671
NW_022145603.1,20179786,20183015
NW_022145610.1,19359990,19363908
NW_022145605.1,27494951,27496006
NW_022145609.1,20229320,20231382
NW_022145549.1,689337,694355
NW_022145549.1,689337,694355
NW_022145549.1,689337,694355
NW_022145598.1,2030826,2043020
NW_022145598.1,2025151,2028323
NW_022145597.1,21950635,21982406
NW_022145597.1,21950635,21982406
NW_022145597.1,21950635,22013670
NW_022145597.1,21950635,22014687
NW_022145597.1,21950635,22023282
NW_022145597.1,21952864,22013635
NW_022145597.1,21952864,22013677
NW_022145597.1,21952864,22013677
NW_022145597.1,22249104,22261285
NW_022145609.1,22028804,22031449
NW_022145598.1,34909085,34914619
NW_022145615.1,15905165,15907263
NW_022145610.1,12776824,12779224
NW_022145604.1,12307922,12310245
NW_022145520.1,2389364,2392109
NW_022145606.1,234890,235567
NW_022145606.1,1953693,1957542
NW_022145599.1,35634160,35636377
NW_022145595.1,29391899,29393981
NW_022145605.1,11513309,11515095
NW_022145614.1,28461983,28463663
NW_022145614.1,28461886,28463663
NW_022145614.1,28461977,28463663
NW_022145614.1,28436618,28439889
NW_022145614.1,28436618,28439889
NW_022145614.1,28421684,28426391
NW_022145596.1,12029251,12032690
NW_022145612.1,41065041,41068922
NW_022145602.1,13484867,13492225
NW_022145602.1,12361991,12368791
NW_022145601.1,3408463,3472113
NW_022145595.1,2300266,2304221
NW_022145610.1,24123588,24127491
NW_022145610.1,24113081,24122651
NW_022145610.1,24113081,24122651
NW_022145610.1,24055330,24057472
NW_022145595.1,16696717,16698188
NW_022145595.1,16696717,16698188
NW_022145595.1,16748092,16761631
NW_022145602.1,7996732,8043564
NW_022145603.1,30883836,30886995
NW_022145607.1,33067988,33071834
NW_022145606.1,29737980,29740910
NW_022145605.1,23358781,23362637
NW_022145604.1,31936389,31940237
NW_022145607.1,33067988,33071834
NW_022145606.1,29737980,29740910
NW_022145605.1,23358668,23362637
NW_022145604.1,31936389,31940237
NW_022145607.1,33066967,33071834
NW_022145606.1,29737980,29742496
NW_022145605.1,23358168,23362637
NW_022145604.1,31935566,31940237
NW_022145607.1,33065115,33071834
NW_022145606.1,29737980,29744375
NW_022145605.1,23357080,23362637
NW_022145604.1,31935566,31940237
NW_022145607.1,33065115,33071834
NW_022145606.1,29737980,29744375
NW_022145605.1,23357080,23362637
NW_022145604.1,31935566,31940237
NW_022145607.1,33065115,33071834
NW_022145606.1,29737980,29744375
NW_022145605.1,23357080,23362637
NW_022145604.1,31935566,31940237
NW_022145607.1,33065115,33071834
NW_022145606.1,29737980,29744375
NW_022145605.1,23357080,23362637
NW_022145604.1,31935566,31940237
NW_022145607.1,33065115,33071834
NW_022145606.1,29737980,29744375
NW_022145605.1,23357080,23362637
NW_022145604.1,31935566,31940237
NW_022145607.1,33065115,33071834
NW_022145606.1,29737980,29744375
NW_022145605.1,23357080,23362637
NW_022145604.1,31935566,31940237
NW_022145611.1,44351302,44353981
NW_022145609.1,12129765,12136410
NW_022145609.1,12121236,12122809
NW_022145550.1,138413,140653
NW_022145566.1,709386,711979
NW_022145541.1,760575,763802
NW_022145614.1,33036951,33038679
NW_022145541.1,815506,817824
NW_022145605.1,41771072,41772266
NW_022145571.1,826561,829569
NW_022145615.1,15304323,15313857
NW_022145615.1,15365228,15368656
NW_022145615.1,15405644,15409081
NW_022145600.1,10131191,10138550
NW_022145606.1,34648505,34654350
NW_022145601.1,21854347,21855155
NW_022145598.1,13702972,13705552
NW_022145600.1,27950410,27951339
NW_022145605.1,29116929,29122190
NW_022145597.1,224960,225909
NW_022145597.1,224960,225909
NW_022145604.1,6328063,6330305
NW_022145605.1,28763638,28769488
NW_022145576.1,1879119,1884638
NW_022145605.1,28760646,28763539
NW_022145576.1,1875403,1879014
NW_022145607.1,26782516,26799713
NW_022145572.1,528896,544421
NW_022145572.1,554562,558167
NW_022145572.1,554562,558167
NW_022145572.1,554564,558167
NW_022145607.1,26669616,26671683
NW_022145607.1,26640136,26642525
NW_022145607.1,26624511,26625421
NW_022145572.1,953396,970756
NW_022145572.1,953396,970756
NW_022145603.1,24403604,24405736
NW_022145611.1,5681945,5692132
NW_022145603.1,21868266,21874123
NW_022145601.1,14014433,14021265
NW_022145596.1,8827379,8829807
NW_022145596.1,8762105,8765721
NW_022145600.1,33718207,33743750
NW_022145598.1,28953481,28955012
NW_022145604.1,4007619,4019498
NW_022145604.1,4007619,4019498
NW_022145604.1,4007619,4019203
NW_022145602.1,3587533,3666565
NW_022145602.1,3591280,3644254
NW_022145551.1,951471,1041363
NW_022145551.1,951312,1041326
NW_022145602.1,3587533,3667698
NW_022145602.1,3591280,3644254
NW_022145551.1,951471,1041363
NW_022145551.1,950179,1041326
NW_022145602.1,3666596,3668650
NW_022145551.1,949215,951281
NW_022145609.1,30049004,30051047
NW_022145609.1,30128500,30132524
NW_022145609.1,30242707,30245058
NW_022145609.1,30263111,30269244
NW_022145609.1,30379985,30383710
NW_022145597.1,16225758,16227494
NW_022145597.1,16234437,16237459
NW_022145597.1,16278429,16282553
NW_022145597.1,16296664,16309221
NW_022145597.1,16296664,16309221
NW_022145597.1,16478524,16509982
NW_022145597.1,16479141,16521677
NW_022145597.1,16752091,16756711
NW_022145597.1,16752091,16757596
NW_022145610.1,24657300,24661784
NW_022145610.1,25250915,25254613
NW_022145598.1,4752454,4754482
NW_022145611.1,2813571,2816755
NW_022145611.1,2880705,2883741
NW_022145595.1,13294089,13307441
NW_022145595.1,13348702,13354887
NW_022145595.1,13348702,13355132
NW_022145595.1,13377993,13380466
NW_022145595.1,13419473,13429030
NW_022145595.1,13419473,13429030
NW_022145598.1,25165308,25173074
NW_022145598.1,25165308,25173074
NW_022145598.1,25117039,25121063
NW_022145607.1,2653456,2655631
NW_022145597.1,2340820,2354503
NW_022145597.1,2365427,2371924
NW_022145545.1,1166764,1174283
NW_022145603.1,17105762,17106594
NW_022145603.1,17277012,17279057
NW_022145603.1,17304456,17307301
NW_022145603.1,17304458,17307301
NW_022145597.1,26406274,26408747
NW_022145610.1,9240225,9245364
NW_022145610.1,9240225,9245364
NW_022145600.1,13703893,13705409
NW_022145607.1,10046251,10048893
NW_022145609.1,32965095,32966809
NW_022145614.1,32010319,32012983
NW_022145597.1,6287619,6306190
NW_022145612.1,7657707,7665818
